UTC,Pack_count,IMUTemp,q0,q1,q2,q3,Roll,Pitch,Yaw,RollRate,PitchRate,YawRate,AccX,AccY,AccZ,RealAccX,RealAccY,RealAccZ,PosX,PosY,PosZ,Long,Lat,Height,VelX,VelY,VelZ,RSSI,SNR,
13:23:33:38,57057,31.75,0.99989    0.004603   0.0054208   -0.012812,0.51949     0.62788     -1.4654,-0.0014343   0.0060883 -0.00020874,0.0046082   0.0071449  0.00093651,-0.10303    0.095642      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:33:72,57058,31.75,0.99989    0.004573   0.0054465   -0.012671,0.51611     0.63071     -1.4492,0.0048904  0.00099373  -0.0017996,0.01152   0.0094833  -0.0087738,-0.096008    0.098083      9.7734,0  0  0,0  0  0,0  0  0,213,-36,
13:23:34:06,57059,31.75,0.99989   0.0045804   0.0054341    -0.01285,0.51686      0.6294     -1.4697,0.00072908   0.0045319  -0.0010405,0.0074921   0.0068474  -0.0040092,-0.10016    0.095154      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:34:40,57060,31.75,0.99989   0.0046585   0.0053535   -0.013001,0.52583     0.62036     -1.4871,0.0040169  0.00076962  -0.0017347,-0.0020161    0.012024   0.0028019,-0.10797     0.10199      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:34:74,57061,31.75,0.99989   0.0047071   0.0053015   -0.013153,0.53138     0.61454     -1.5045,0.00045872   0.0056458 -0.00087738,0.00056219   0.0022354   0.0043678,-0.10468    0.092896      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:35:08,57062,31.75,0.99989   0.0047647   0.0052295   -0.013002,0.53818     0.60631     -1.4871,0.0031567   0.0014944  -0.0010996,0.0023098  -0.0019779  -0.0031548,-0.10089    0.090027      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:35:42,57063,31.75,0.99989   0.0047901   0.0051956   -0.012689,0.54133     0.60229     -1.4513,0.0019608   0.0025635  -0.0002296,-0.013802   0.0027504   0.0032177,-0.11664    0.094849      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
13:23:35:76,57064,31.75,0.9999   0.0047247   0.0052494   -0.012507,0.53387     0.60826     -1.4305,0.0038548   0.0022469  -0.0012112,-0.0034008   0.0055771  -0.0041313,-0.10718    0.096802      9.7734,0  0  0,0  0  0,0  0  0,213,-37,
13:23:36:10,57065,31.75,0.9999   0.0046807   0.0052867   -0.012399,0.52884     0.61241      -1.418,-0.00070667   0.0052147 -0.00035501,0.0032387   1.055e-05  -0.0099716,-0.10138    0.090027      9.7656,0  0  0,0  0  0,0  0  0,213,-36,
13:23:36:44,57066,31.7344,0.9999   0.0046034   0.0053413   -0.012261,0.51999     0.61848     -1.4022,0.0050697   0.0010586  -0.0016041,0.00011182   0.0073318   -0.001811,-0.10535    0.096375      9.7813,0  0  0,0  0  0,0  0  0,213,-36,
